08:1f:f3:b2:d0:a1,-74
f8:5f:2a:5f:5c:a8,-62
00:18:84:88:bf:88,-66
00:27:0d:2d:dd:c0,-79
00:27:0d:2d:dd:c1,-78
00:27:0d:2e:79:f1,-82
00:27:0d:08:c2:11,-82
00:1d:7e:fc:31:06,-86
00:27:0d:2e:79:f0,-69
00:27:0d:08:c2:10,-81
08:1f:f3:b2:d0:a0,-87
00:27:0d:2d:d0:71,-84
00:24:36:a6:e0:13,-88
00:27:0d:30:2a:61,-96
a4:56:30:e8:17:61,-77
a0:cf:5b:fa:34:e1,-79
00:27:0d:08:c3:21,-82
00:22:55:df:65:11,-91
a4:56:30:e8:17:60,-78
00:27:0d:2d:d0:70,-79
a0:cf:5b:fa:34:e0,-82
a0:cf:5b:ca:b0:30,-82
24:01:c7:b8:d4:e0,-85
00:27:0d:08:be:80,-87
00:27:0d:08:bf:10,-92
00:22:55:df:65:10,-93
08:1f:f3:b2:d0:a1,-75
f8:5f:2a:5f:5c:a8,-66
00:18:84:88:bf:88,-59
00:27:0d:2d:dd:c0,-83
00:27:0d:2d:dd:c1,-81
00:27:0d:2e:79:f1,-86
00:1d:7e:fc:31:06,-86
08:1f:f3:b2:d0:a0,-63
00:27:0d:2d:d0:71,-82
a4:56:30:e8:17:61,-77
a0:cf:5b:fa:34:e1,-76
00:27:0d:08:c3:21,-82
00:22:55:df:65:11,-91
a4:56:30:e8:17:60,-78
00:27:0d:2d:d0:70,-79
a0:cf:5b:fa:34:e0,-82
a0:cf:5b:ca:b0:30,-82
24:01:c7:b8:d4:e0,-85
00:27:0d:08:be:80,-87
00:27:0d:08:bf:10,-92
00:22:55:df:65:10,-93
00:90:4c:91:00:03,-87
08:1f:f3:b2:d0:a1,-67
f8:5f:2a:5f:5c:a8,-48
00:18:84:88:bf:88,-57
00:27:0d:2d:dd:c0,-81
00:27:0d:2d:dd:c1,-81
00:27:0d:2e:79:f1,-86
00:1d:7e:fc:31:06,-81
08:1f:f3:b2:d0:a0,-63
00:27:0d:2d:d0:71,-82
a4:56:30:e8:17:61,-75
a0:cf:5b:fa:34:e1,-79
00:27:0d:08:c3:21,-82
00:22:55:df:65:11,-88
a4:56:30:e8:17:60,-81
00:27:0d:2d:d0:70,-79
a0:cf:5b:fa:34:e0,-73
a0:cf:5b:ca:b0:30,-82
24:01:c7:b8:d4:e0,-85
00:27:0d:08:be:80,-85
00:27:0d:08:bf:10,-92
00:22:55:df:65:10,-93
00:90:4c:91:00:03,-87
24:01:c7:b8:d4:e1,-81
00:27:0d:2e:79:f0,-91
08:1f:f3:b2:d0:a1,-64
f8:5f:2a:5f:5c:a8,-66
00:18:84:88:bf:88,-54
00:27:0d:2d:dd:c0,-81
00:27:0d:2d:dd:c1,-81
00:27:0d:2e:79:f1,-86
00:1d:7e:fc:31:06,-91
08:1f:f3:b2:d0:a0,-66
00:27:0d:2d:d0:71,-81
a4:56:30:e8:17:61,-84
a0:cf:5b:fa:34:e1,-73
00:27:0d:08:c3:21,-82
00:22:55:df:65:11,-88
a4:56:30:e8:17:60,-81
00:27:0d:2d:d0:70,-79
a0:cf:5b:fa:34:e0,-75
a0:cf:5b:ca:b0:30,-82
24:01:c7:b8:d4:e0,-85
00:27:0d:08:be:80,-85
